category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status,disposition,disposition_reason
bags,BACKPACK,Drop Shot,Axion Backpack,Axion Backpack,2025,unisex,Blue,,current_retail,https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html,yes,yes,CURRENT,no,prod-drop-shot-axion-backpack,Axion backpack companion listed alongside Axion bag on EU retail.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Drop Shot,Axion Padel Bag,Axion,2025,unisex,Blue (Jon Sanz),,current_retail,https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html,yes,yes,CURRENT,no,prod-drop-shot-axion,Axion Jon Sanz signature; dual thermal racket comps; ventilated shoes; rigid fronts. Axion collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Drop Shot,Blitz Backpack,Blitz,2025,unisex,Black/Red,,current_retail,https://padelmarket.com/en-worldwide/products/drop-shot-blitz-2025-mochila,yes,yes,CURRENT,no,prod-drop-shot-blitz,Blitz 2025 backpack; dual thermal; ventilated shoes; rigid front; ~52×32×25 cm class.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Drop Shot,Fenix Padel Bag,Fenix,2025,unisex,Red/Green colorways,,current_retail,https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html,yes,yes,CURRENT,yes,prod-drop-shot-fenix,Fenix 2025 paletero listed in Drop Shot bag range on Zona de Padel — confirm capacity vs Axion.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Drop Shot,LCP Padel Bag,LCP,2025,unisex,Black,,current_retail,https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html,yes,yes,CURRENT,yes,prod-drop-shot-lcp,LCP Black 2025 bag listed in Drop Shot accessories matrix.,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,HEAD,Coello Pro X Backpack 30L,Coello Pro X Backpack,2026,unisex,Dark Grey,https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916,current,https://www.head.com/product/coello-pro-x-padel-backpack-30l-261916,yes,yes,CURRENT,no,prod-head-coello-pro-x-backpack,30 L Coello Pro X backpack; 2 rackets; shoe compartment. Coello collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,DUFFEL,HEAD,Coello Pro X Padel Duffle Bag L,Coello Pro X Duffle L,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/en_GB/product/coello-pro-x-padel-duffle-bag-l-261906,current,https://www.head.com/en_GB/product/coello-pro-x-padel-duffle-bag-l-261906|https://www.zonadepadel.nl/head-padel/14839-head-padeltas-coello-pro-x-duffle-zwart-2026.html|https://www.extreme-tennis.eu/head-padel-bags/23135-head-coello-2026-pro-x-padel-duffle-bag-l.html,yes,yes,CURRENT,no,prod-head-coello-pro-x-duffle-l,Arturo Coello signature 60 L duffle; CCT+; up to 6 rackets; shoe + laundry; Coello crown collection — distinct branding from generic Pro X Duffle.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,HEAD,Coello Tour Backpack 25L,Coello Tour Backpack,2026,unisex,Dark Grey / Gold / Red,https://www.head.com/product/coello-tour-padel-backpack-25l-261936,current,https://www.head.com/product/coello-tour-padel-backpack-25l-261936,yes,yes,CURRENT,no,prod-head-coello-tour-backpack,25 L Coello Tour backpack — smaller than Pro X 30 L. Coello Tour tier.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,HEAD,Coello Tour Padel Bag,Coello Tour Bag,2026,unisex,Dark Grey / Gold / Red,,current_retail,https://elpadel.ae/product/head-coello-tour-padel-bag-2026/,yes,yes,CURRENT,no,prod-head-coello-tour-bag,Coello-branded Tour L architecture (40 L / 7 rackets / CCT+) — signature collection variant of Tour Bag L.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Head,HEAD Elite Padel Backpack,Elite Backpack,,unisex,,https://www.head.com,current,,unknown,yes,CURRENT,yes,prod-head-elite-backpack,Existing Elite backpack catalog row,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Head,HEAD Elite Supercombi Bag,Elite Supercombi,,unisex,,,current,,unknown,yes,CURRENT,no,prod-head-elite-supercombi,Historic Elite Supercombi mid bag — verify 2026 continuity,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Head,HEAD Tour Backpack 25L 2026,Tour Backpack 25L,2026,unisex,,https://padelmarket.com/en-gb/products/head-tour-backpack-25l-2026-black-backpack,current,,unknown,yes,CURRENT,no,prod-head-tour-backpack-25l,25L Tour backpack 2026,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Head,HEAD Tour Team Padel Bag,Tour Team,,unisex,,https://www.head.com,current,,unknown,yes,CURRENT,yes,prod-head-tour-team-padel,Existing catalog Tour Team row; align generation with CB 2026,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Head,HEAD Tour Team Padel Bag CB 2026,Tour Team CB 2026,2026,unisex,,https://www.padeliberico.es/en/head-tour-team-padel-bag-cb-2026.html,current,,unknown,yes,CURRENT,no,prod-head-tour-team-cb-2026,Current Tour Team competition paletero,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,HEAD,Pro X Padel Bag L,Pro X Bag L,2026,unisex,Black,https://www.head.com/nl_NL/product/pro-x-padel-bag-l-bk-260045,current,https://www.head.com/nl_NL/product/pro-x-padel-bag-l-bk-260045|https://www.head.com/en/product/pro-x-padel-bag-l-bk-260045,yes,yes,CURRENT,no,prod-head-pro-x-bag-l,45 L; up to 6 rackets; 2 racket comps CCT+; shoe pocket; rPET. Pro X line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,DUFFEL,HEAD,Pro X Padel Duffle Bag L,Pro X Duffle L,2026,unisex,Black/Dark Grey,https://www.head.com/en_SE/product/pro-x-padel-duffle-bag-l-bkdg-260135,current,https://www.head.com/en_SE/product/pro-x-padel-duffle-bag-l-bkdg-260135,yes,yes,CURRENT,no,prod-head-pro-x-duffle-l,~59.5–60 L duffle form; CCT+; 6 rackets; shoe compartment; 2-way carry. Distinct from Pro X Bag L.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,HEAD,Tour Padel Bag L,Tour Padel Bag L,2026,unisex,Navy/Black,https://www.head.com/product/tour-padel-bag-l-nv-260865-cp,current,https://www.head.com/product/tour-padel-bag-l-nv-260865-cp|https://wholesale.racketcentral.com/product/head-padel-bag-tour-padel-racket-bag-2026-large-black/,yes,yes,CURRENT,no,prod-head-tour-padel-bag-l,40 L; up to ~7 rackets; 3 compartments with CCT+; shoe pocket; backpack straps. Kitletics Tour Team likely maps to this Tour L family (confirm vs older Tour Team naming).,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,HEAD,Tour Team Elite Backpack,Tour Team Elite,legacy-current,unisex,Lime/Blue,,current_retail,https://www.tennis-point.co.uk/products/head-tour-team-elite-backpack-limeblue-00637502591000,yes,yes,CURRENT,no,prod-head-tour-team-elite,~2-racket Elite backpack with shoe compartment; Kitletics existing. May coexist with newer Coello backpacks as value/legacy Tour Team SKU.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Joma,Pro Padel Bag,Pro,2025,unisex,Blue/Black,https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html,current,https://www.joma-sport.com/en_IE/padel-racket-bag-pro-blue-black/401375.713.html|https://www.zonadepadel.uk/joma/12652-joma-pro-blue-black-2025-padel-bag.html,yes,yes,CURRENT,no,prod-joma-pro,Joma Pro paletero: main double-zip + shoe compartment + side racket space; backpack straps. 2026 racket launch noted; bag still sold as 2025 Pro.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Kuikma,Insulated Padel Bag Elite / PL 900,PL 900 Elite,current,unisex,colorways collapsed (Frozen Green; Asphalt Grey/Black),https://www.decathlon.nl/search?Ntt=kuikma%20paletero,current,https://padelmad.co.uk/equipment/accessories/kuikma-insulated-padel-bag-elite-review/|https://www.decathlon.nl/search?Ntt=kuikma%20paletero,yes,yes,CURRENT,no,prod-kuikma-pl-900-elite,35 L isothermal elite paletero; 2-racket thermo; ventilated shoes; backpack straps. Best match for Kitletics generic Kuikma paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Kuikma,Kuikma Padel Backpack,Backpack,,unisex,,,current,,unknown,yes,CURRENT,no,prod-kuikma-backpack,Decathlon typically sells backpack sibling — verify current SKU,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Kuikma,Kuikma Padel Paletero,Paletero,,unisex,,https://www.decathlon.nl,current,,unknown,yes,CURRENT,yes,prod-kuikma-paletero,Existing Kuikma paletero catalog row,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Kuikma,PBP Elite Isothermal Backpack 30L,PBP Elite,current,unisex,Grey/Yellow,https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438,current,https://www.decathlon.nl/p/isotherme-padelrugzak-30-liter-pbp-elite-grijs-geel/334599/c71c346m8817438,yes,yes,CURRENT,no,prod-kuikma-pbp-elite,30 L isothermal backpack; thermo racket + ventilated shoes + laptop — distinct from PL 900 paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Lok,Aventure / Adventure Gen 2 Backpack,Aventure Gen 2,2026,unisex,Black/Green-Yellow,,current_retail,https://padelmarket.com/en-worldwide/products/lok-aventure-gen-2-2026-backpack,yes,yes,CURRENT,no,prod-lok-aventure-gen-2,35 L; racket + laptop sleeve; dual front pockets + mesh sides. Distinct from Maxx 32 L.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Lok,Lok Maxx Gen 2 Racket Bag,Maxx Gen 2 Paletero,2026,unisex,Black/Orange,,current_retail,https://padelmarket.com/en-eu/products/lok-maxx-gen-2-black-orange-2026-backpack|https://www.padelshack.com/product/lok-backpack-maxx-gen-2-blackorange-2026/,yes,yes,CURRENT,no,prod-lok-maxx-gen-2,32 L hybrid; 1 racket or laptop padded; mini bag accessory. Maxx Gen 2.,verified,CATALOGED_CURRENT,Reclassified backpack→paletero (70L retail).
bags,TOURNAMENT_BAG,Nox,AT10 Competition Trolley,AT10 Competition Trolley,2024-current,unisex,Olive/Grey,https://noxsport.com/en/products/paletero-at10-competition-trolley-2024,current,https://noxsport.com/en/products/paletero-at10-competition-trolley-2024|https://www.tenniswarehouse-europe.com/Nox_AT10_Competition_Trolley_Padel_Racket_Bag/descpageBGNOXPAD-NPBAT10CTRO-EN.html,yes,yes,CURRENT,no,prod-nox-at10-competition-trolley,60 L wheeled trolley; ThermoTech side; shoes; convertible backpack/shoulder/trolley. AT10 Competition travel.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Nox,AT10 Team Backpack,AT10 Team Backpack,current,unisex,Grey,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,current,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,yes,yes,CURRENT,no,prod-nox-at10-team-backpack,AT10 Team backpack (~28 L class) distinct from AT10 Team paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Nox,AT10 Team Paletero,AT10 Team,2025-2026,unisex,colorways collapsed (Grey/Black; White; Grey/Orange; Grey/Green),https://noxsport.com/en/products/paletero-at10-team-grey-black,current,https://noxsport.com/en/products/paletero-at10-team-grey-black|https://noxsport.com/en/collections/paleteros-padel,yes,yes,CURRENT,no,prod-nox-at10-team,42 L Agustín Tapia Team; 3 main + 2 ThermoTech; ventilated shoes; laundry; removable backpack straps. AT10 Team collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Nox,AT10 XXL,AT10 XXL,2024-2025,unisex,colorways collapsed (Black/Red; Black/Orange),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-at10-xxl-padel-bag-black-red-agustin-tapia|https://www.zonadepadel.com/nox/10555-nox-at10-xxl-black-orange-padel-bag.html,yes,yes,CURRENT,yes,prod-nox-at10-xxl-bag,90 L Tapia XXL; up to 5 rackets + ThermoTech; ventilated shoes; AT10 collection flagship travel bag.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Nox,Luxury Master Series Backpack,Luxury Master Backpack,2024-current,unisex,Black/White,https://noxsport.com/en/products/backpack-luxury-master-series,current,https://noxsport.com/en/products/backpack-luxury-master-series,yes,yes,CURRENT,no,prod-nox-luxury-master-backpack,30 L Luxury Master backpack; rigid outer racket/laptop well; ventilated shoes.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Nox,Luxury Master Series Paletero,Luxury Master Series,2024-current,unisex,Black/White (Tapia),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-luxury-master-series-padel-bag-black-white-agustin-tapia,yes,yes,CURRENT,no,prod-nox-luxury-master-series,60 L Luxury Master; ThermoTech; shoes; Tapia Luxury Master collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Nox,Luxury Open Series Backpack,Luxury Open Backpack,2024-current,unisex,colorways collapsed (Black/Red; Black/Brown),https://noxsport.com/en/products/backpack-luxury-open-series-black-red,current,https://noxsport.com/en/products/backpack-luxury-open-series-black-red,yes,yes,CURRENT,no,prod-nox-luxury-open-backpack,30 L Luxury Open backpack; 2 racket capacity class.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Nox,Luxury Open Series Paletero,Luxury Open Series,2024-current,unisex,colorways collapsed (Black/Red; Black/Brown),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel|https://www.padelmq.com/en-eu/products/nox-luxury-open-series-padel-bag-black-red-agustin-tapia,yes,yes,CURRENT,no,prod-nox-luxury-open-series,60 L Luxury Open; ThermoTech; Tapia Luxury Open collection — distinct design line from Master.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Nox,ML10 Competition XL Compact,ML10 Competition XL Compact,current,unisex,,https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel,yes,yes,CURRENT,no,prod-nox-ml10-competition-xl-compact,ML10 Competition XL Compact on official bags collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Nox,ML10 Team Backpack,ML10 Team Backpack,current,unisex,Black,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,current,https://noxsport.com/en/collections/paleteros-y-mochilas-padel,yes,yes,CURRENT,no,prod-nox-ml10-team-backpack,ML10 Team backpack distinct from ML10 Team paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Nox,ML10 Team Paletero,ML10 Team,current,unisex,colorways collapsed (Black/Clay; White/Grey; Black/Blue),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel,yes,yes,CURRENT,no,prod-nox-ml10-team,Miguel Lamperti ML10 Team paletero — parallel Team architecture to AT10 Team; ML10 collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Nox,NOX AT10 Competition XL Compact,AT10 Competition XL Compact,2024,unisex,,https://noxsport.com/en/collections/paleteros-padel,current,https://padelmarket.com/en/collections/bags-nox,unknown,yes,CURRENT,no,prod-nox-at10-competition-xl-compact,Compact competition AT10 bag,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Nox,NOX Pro Series Racket Bag,Pro Series Bag,,unisex,,https://noxsport.com/en/collections/paleteros-padel,current,https://padelmarket.com/en/collections/bags-nox,unknown,yes,CURRENT,yes,prod-nox-pro-series-bag,Pro Series paletero; black/navy/camel/white/red = color variants,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Nox,Pro Series Backpack,Pro Series Backpack,current,unisex,colorways collapsed (White; Black; Camel; Navy),https://noxsport.com/en/products/mochila-pro-series-white,current,https://noxsport.com/en/products/mochila-pro-series-white|https://padelshop.com/products/nox-pro-series-white-backpack,yes,yes,CURRENT,no,prod-nox-pro-series-backpack,28 L Pro Series backpack; padded racket/laptop + ventilated shoes. Distinct from Pro Series paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Nox,Pro Series Paletero,Pro Series,current,unisex,colorways collapsed (Black; Navy; Camel; White; Red),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel|https://padelshop.com/products/nox-pro-series-white-backpack,yes,yes,CURRENT,no,prod-nox-pro-series,Pro Series racket bag (~45 L class / ThermoTech on retailer PDPs). Kitletics collection URL seed — pin specific PDP.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,COURT_BAG,Nox,Street Series Paletero,Street Series,current,unisex,colorways collapsed (Black/Grey; Sky Blue; Grey/Pink),https://noxsport.com/en/collections/paleteros-padel,current,https://noxsport.com/en/collections/paleteros-padel,yes,yes,CURRENT,no,prod-nox-street-series,Entry Street Series racket bags on official collection.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Nox,Thermo Bag 10 / 10-racket thermo,Thermo Bag 10,unclear,unisex,,https://noxsport.com/en/collections/bags,insufficient,https://noxsport.com/en/collections/bags,unknown,unknown,UNCLEAR,yes,prod-nox-bag-10,Kitletics seed from collection URL only — no verified current 10-racket SKU on Sep 2026 manufacturer bag list; may be legacy/misnamed. Do not expand until PDP found.,verified,INSUFFICIENT_EVIDENCE,No verified current 10-racket Thermo Bag PDP on official Nox bags list.
bags,BACKPACK,Oxdog,Cube Backpack,Cube,current,unisex,Black,https://www.oxdog.net/en/articles/2.15.928/cube-backpack,current,https://www.oxdog.net/en/articles/2.15.928/cube-backpack|https://oxdogpadel.com/en-us/collections/paleteros-bolsas,yes,yes,CURRENT,no,prod-oxdog-cube,37 L self-standing; thermo racket/laptop pocket; included gym/shoe bag.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Oxdog,Hyper Pro Thermo Padel Bag,Hyper Pro Thermo,current,unisex,Black (+ FEP co-branded),https://www.oxdog.net/en/articles/15/padel-bags,current,https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas|https://www.tradeinn.com/smashinn/en/oxdog-hyper-pro-thermo-padel-racket-bag/140678829/p,yes,yes,CURRENT,no,prod-oxdog-hyper-pro-thermo,48 L; dual thermo / up to 4 rackets; ventilated shoes. Hyper Pro line; FEP Hyper Pro Thermo is co-brand finish variant.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Oxdog,Hyper Tour Thermo Padel Backpack,Hyper Tour Thermo Backpack,current,unisex,Black,https://www.oxdog.net/en/articles/15/padel-bags,current,https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas,yes,yes,CURRENT,no,prod-oxdog-hyper-tour-thermo-backpack,42 L thermo backpack; 2 rackets. Hyper Tour line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Oxdog,X Padel Pro Thermo / Ultra Tour Pro Thermo,X Padel Pro Thermo,current,unisex,White/Black,https://www.oxdog.net/en/articles/15/padel-bags,current,https://www.oxdog.net/en/articles/15/padel-bags|https://oxdogpadel.com/en-us/collections/paleteros-bolsas,yes,yes,CURRENT,no,prod-oxdog-x-padel-pro-thermo,42 L thermo paletero; 2-racket thermo class; ventilated shoes. Distinct from Hyper Pro 48 L.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Royal Padel,Force Padel Bag,Force,2026,unisex,Black,,current_retail,https://www.padelmq.com/en-eu/products/royal-padel-force-black-padel-bag-2026,yes,yes,CURRENT,no,prod-royal-padel-force,42 L PU-leather; Royal Tech thermal; up to 3 rackets; 2-in-1 hand/backpack; ~58×34×26 cm. Force 2026.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Siux,Electra Stupa Paletero,Electra Stupa,2026,unisex,Red/Black,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026,current,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026|https://www.padelnuestro.com/int/padelbag-siux-electra-stupa-2026-200000,yes,yes,CURRENT,no,prod-siux-electra-stupa,63 L Franco Stupaczuk Electra signature; thermal; up to 4 rackets. Best specific PDP for Kitletics generic Siux paletero seed.,verified,DUPLICATE,Duplicate of Siux Electra Stupa Paletero 2026
bags,BACKPACK,Siux,Nomad Backpack,Nomad,2026,unisex,Black/Blue,,current_retail,https://www.padelmq.com/en/products/siux-nomad-backpack-black-blue-2026|https://www.padelnuestro.com/int/backpack-siux-nomad-200008,yes,yes,CURRENT,no,prod-siux-nomad,31 L; thermal 2 rackets; shoes; trolley strap. Nomad travel line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Siux,Siux Electra Stupa Paletero 2026,Electra Stupa 2026,2026,unisex,,https://www.siuxpadel.com/products/paletero-siux-electra-stupa-2026,current,,limited,yes,CURRENT,yes,prod-siux-electra-stupa-2026,Complete Siux official bags category,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Siux,Siux Padel Paletero,Paletero,,unisex,,https://www.siuxpadel.com,current,,unknown,yes,CURRENT,yes,prod-siux-paletero,Existing Siux paletero catalog row — expand full Siux bag range,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PALETERO,Siux,Siux Trilogy Paletero,Trilogy,2024,unisex,,,limited,,limited,limited,PREVIOUS_GENERATION,no,,Trilogy bag line prior to Electra Stupa 2026 flagship.,verified,CONFIRMED_PREVIOUS,Previous collection vs Electra Stupa.
bags,BACKPACK,Siux,Tour Backpack,Tour,2026,unisex,Black,,current_retail,https://www.padelmq.com/en-eu/products/siux-tour-backpack-black-2026|https://padelproshop.com/en/products/backpack-siux-tour-black-2026,yes,yes,CURRENT,no,prod-siux-tour,30 L; 1 racket; laptop + ventilated shoes. Tour line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Siux,Trail Backpack,Trail,2026,unisex,Grey,,current_retail,https://www.padelmq.com/en/products/siux-trail-backpack-grey-2026,yes,yes,CURRENT,no,prod-siux-trail,27 L; thermal 2 rackets; ventilated shoes. Trail compact line.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,StarVie,Hard Eva Black,Hard Eva,current,unisex,Black/Red accents,https://starvie.com/en/products/hard-eva-black,current,https://starvie.com/en/products/hard-eva-black,yes,yes,CURRENT,no,prod-starvie-hard-eva,Hard EVA rigid side pocket; Thermotech; ventilated shoes; ~62×35×35 cm.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,StarVie,Hard Eva Black Backpack,Hard Eva Backpack,current,unisex,Black/Red,https://starvie.com/en/,current,https://www.tiendapadelpoint.com/en/paleteros-star-vie-en,yes,yes,CURRENT,no,prod-starvie-hard-eva-backpack,Hard Eva backpack companion to Hard Eva paletero.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,StarVie,Pro Master,Pro Master,2026,unisex,Blue/Orange,https://starvie.com/en/products/,current,https://www.padelmq.com/en/products/starvie-pro-master-padel-bag|https://padelmarket.com/en-gb/products/starvie-pro-master-2026-racket-bag,yes,yes,CURRENT,no,prod-starvie-pro-master,Dual ThermoTech (~2 rackets); ventilated shoes; ~62×32×35 cm. Pro Master 2026.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,StarVie,Tactic Pro,Tactic Pro,current,unisex,White/Navy/Orange,https://starvie.com/en/products/tactic-pro,current,https://starvie.com/en/products/tactic-pro|https://www.tiendapadelpoint.com/en/paleteros-star-vie-en,yes,yes,CURRENT,no,prod-starvie-tactic-pro,Dual Thermotech; ventilated shoes; ball pocket; ~60×34×33 cm. Tactic Pro.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Tecnifibre,Tecnifibre Tour Endurance Padel Backpack,Tour Endurance,,unisex,,https://www.tecnifibre.com,current,,unknown,yes,CURRENT,yes,prod-tecnifibre-tour-endurance-backpack,Existing Tour Endurance backpack,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,PADEL_RACKET_BAG,Tecnifibre,Tecnifibre Tour Endurance Padel Bag,Tour Endurance Bag,,unisex,,,current,,unknown,yes,CURRENT,no,prod-tecnifibre-tour-endurance-bag,Likely matching paletero in Tour Endurance line,likely,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,BACKPACK,Tecnifibre,Tour Endurance Backpack,Tour Endurance Backpack,current,unisex,Khaki/Black,https://www.tecnifibre.com/en-ue/products/sac-a-dos-tour-endurance-backpack-khaki,current,https://www.tecnifibre.com/en-ue/products/sac-a-dos-tour-endurance-backpack-khaki|https://padelmania.com/en/padel-accessories/26488-tecnifibre-tour-endurance-khaki-backpack-tecnifibre-3490150220712.html,yes,yes,CURRENT,yes,prod-tecnifibre-tour-endurance-backpack,Tarpaulin Tour Endurance backpack; 2 rackets + shoe pocket; tennis/squash/padel multi-sport. Kitletics existing.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
bags,TOURNAMENT_BAG,Tecnifibre,Tour Endurance Ultra Padel Bag,Tour Endurance Ultra,2025,unisex,Black,,current_retail,https://www.zonadepadel.com/tecnifibre/13598-tecnifibre-tour-endu-ultra-black-2025-padel-bag.html,yes,yes,CURRENT,no,prod-tecnifibre-tour-endurance-ultra,Vertical Tour Endurance Ultra paletero; rip-stop tarpaulin; dual side racket pockets; backpack straps.,verified,CATALOGED_CURRENT,In researched verified/likely inventory and kept in canonical catalog.
