sourceProductId,targetId,relation,label
prod-bullpadel-vertex-05-hybrid,prod-bullpadel-vertex-05,alternative,beginner-friendly
prod-bullpadel-vertex-05-hybrid,prod-bullpadel-hack-04-hybrid,alternative,lighter
prod-bullpadel-vertex-05-w,prod-bullpadel-vertex-05,alternative,better-value
prod-bullpadel-vertex-05-w,prod-head-coello-motion,alternative,lighter
prod-bullpadel-hack-04,prod-bullpadel-xplo,alternative,faster
prod-bullpadel-hack-04,prod-adidas-metalbone-hrd,alternative,faster
prod-bullpadel-hack-04-hybrid,prod-bullpadel-hack-04,alternative,faster
prod-bullpadel-hack-04-hybrid,prod-bullpadel-vertex-05-hybrid,alternative,lighter
prod-bullpadel-hack-04-comfort,prod-bullpadel-hack-04,alternative,faster
prod-bullpadel-hack-04-comfort,prod-bullpadel-vertex-05-w,alternative,faster
prod-bullpadel-neuron-02,prod-bullpadel-neuron-02-edge,alternative,beginner-friendly
prod-bullpadel-neuron-02,prod-bullpadel-hack-04-hybrid,alternative,lighter
prod-bullpadel-neuron-02-edge,prod-bullpadel-neuron-02,alternative,faster
prod-bullpadel-neuron-02-edge,prod-bullpadel-hack-04,alternative,faster
prod-bullpadel-xplo,prod-bullpadel-hack-04,alternative,faster
prod-bullpadel-xplo,prod-head-coello-pro,alternative,faster
prod-bullpadel-xplo-comfort,prod-bullpadel-xplo,alternative,faster
prod-bullpadel-xplo-comfort,prod-bullpadel-hack-04-comfort,alternative,faster
prod-bullpadel-ionic-light,prod-bullpadel-indiga-ctr,alternative,beginner-friendly
prod-bullpadel-ionic-light,prod-bullpadel-vertex-05-w,alternative,better-value
prod-bullpadel-indiga-ctr,prod-kuikma-pr-soft-500,alternative,beginner-friendly
prod-bullpadel-indiga-ctr,prod-head-one-ultralight,alternative,lighter
prod-bullpadel-vertex-advance,prod-bullpadel-vertex-05,alternative,faster
prod-bullpadel-vertex-advance,prod-bullpadel-hack-03,alternative,faster
prod-bullpadel-vertex-04,prod-bullpadel-vertex-05,alternative,faster
prod-bullpadel-vertex-04,prod-bullpadel-vertex-advance,alternative,faster
prod-bullpadel-hack-03,prod-bullpadel-hack-04,alternative,faster
prod-bullpadel-hack-03,prod-adidas-metalbone-3-3-2026,alternative,faster
prod-adidas-metalbone-3-5-2026,prod-adidas-metalbone-hrd,alternative,faster
prod-adidas-metalbone-3-5-2026,prod-bullpadel-vertex-05,alternative,faster
prod-adidas-metalbone-hrd,prod-adidas-metalbone-3-5-2026,alternative,faster
prod-adidas-metalbone-hrd,prod-bullpadel-hack-04,alternative,faster
prod-adidas-metalbone-ctrl,prod-adidas-metalbone-3-5-2026,alternative,faster
prod-adidas-metalbone-ctrl,prod-adidas-arrow-hit-ctrl,alternative,beginner-friendly
prod-adidas-metalbone-team-light,prod-adidas-cross-it-light,alternative,lighter
prod-adidas-metalbone-team-light,prod-adidas-match-light,alternative,beginner-friendly
prod-adidas-cross-it-light,prod-adidas-cross-it-ctrl,alternative,beginner-friendly
prod-adidas-cross-it-light,prod-head-coello-motion,alternative,lighter
prod-adidas-cross-it-ctrl,prod-adidas-cross-it-light,alternative,lighter
prod-adidas-cross-it-ctrl,prod-adidas-metalbone-ctrl,alternative,beginner-friendly
prod-adidas-arrow-hit-ctrl,prod-adidas-arrow-hit-attk,alternative,beginner-friendly
prod-adidas-arrow-hit-ctrl,prod-adidas-metalbone-ctrl,alternative,beginner-friendly
prod-adidas-arrow-hit-attk,prod-adidas-arrow-hit-ctrl,alternative,beginner-friendly
prod-adidas-arrow-hit-attk,prod-adidas-metalbone-3-5-2026,alternative,faster
prod-adidas-match-light,prod-bullpadel-indiga-ctr,alternative,beginner-friendly
prod-adidas-match-light,prod-kuikma-pr-soft-500,alternative,better-value
prod-adidas-metalbone-3-3-2026,prod-adidas-metalbone-3-5-2026,alternative,faster
prod-adidas-metalbone-3-3-2026,prod-bullpadel-hack-03,alternative,faster
prod-head-coello-pro,prod-bullpadel-xplo,alternative,faster
prod-head-coello-pro,prod-adidas-metalbone-hrd,alternative,faster
prod-head-coello-motion,prod-head-coello-pro,alternative,faster
prod-head-coello-motion,prod-head-coello-team,alternative,faster
prod-head-coello-team,prod-head-coello-motion,alternative,lighter
prod-head-coello-team,prod-adidas-match-light,alternative,beginner-friendly
prod-head-extreme-pro-padel,prod-head-extreme-motion-2026,alternative,lighter
prod-head-extreme-pro-padel,prod-head-coello-pro,alternative,faster
prod-head-extreme-motion-2026,prod-head-extreme-pro-padel,alternative,faster
prod-head-extreme-motion-2026,prod-head-gravity-motion,alternative,beginner-friendly
prod-head-gravity-pro,prod-head-gravity-motion,alternative,beginner-friendly
prod-head-gravity-pro,prod-babolat-counter-viper,alternative,beginner-friendly
prod-head-gravity-motion,prod-head-gravity-pro,alternative,beginner-friendly
prod-head-gravity-motion,prod-head-one-ultralight,alternative,lighter
prod-head-speed-pro,prod-head-extreme-pro-padel,alternative,better-value
prod-head-speed-pro,prod-head-coello-pro,alternative,faster
prod-head-one-ultralight,prod-adidas-match-light,alternative,beginner-friendly
prod-head-one-ultralight,prod-kuikma-pr-soft-500,alternative,better-value
prod-babolat-technical-viper,prod-head-coello-pro,alternative,faster
prod-babolat-technical-viper,prod-bullpadel-hack-04,alternative,faster
prod-babolat-counter-viper,prod-babolat-air-veron,alternative,lighter
prod-babolat-counter-viper,prod-head-gravity-pro,alternative,beginner-friendly
prod-babolat-air-viper,prod-babolat-air-veron,alternative,lighter
prod-babolat-air-viper,prod-head-coello-motion,alternative,lighter
prod-babolat-air-veron,prod-babolat-air-viper,alternative,lighter
prod-babolat-air-veron,prod-head-coello-team,alternative,faster
prod-siux-diablo,prod-siux-electra,alternative,beginner-friendly
prod-siux-diablo,prod-bullpadel-vertex-05-hybrid,alternative,lighter
prod-siux-electra,prod-siux-diablo,alternative,faster
prod-siux-electra,prod-siux-fenix,alternative,faster
prod-siux-fenix,prod-siux-electra,alternative,faster
prod-siux-fenix,prod-bullpadel-hack-04,alternative,faster
prod-wilson-bela-pro,prod-wilson-blade-pro-padel,alternative,faster
prod-wilson-bela-pro,prod-head-coello-pro,alternative,faster
prod-wilson-blade-pro-padel,prod-wilson-bela-pro,alternative,faster
prod-wilson-blade-pro-padel,prod-drop-shot-canyon-pro,alternative,beginner-friendly
prod-starvie-titania-kepler,prod-starvie-astrum,alternative,beginner-friendly
prod-starvie-titania-kepler,prod-adidas-metalbone-team-light,alternative,lighter
prod-starvie-basalto-osiris,prod-starvie-astrum,alternative,faster
prod-starvie-basalto-osiris,prod-adidas-metalbone-hrd,alternative,faster
prod-starvie-astrum,prod-bullpadel-vertex-05-hybrid,alternative,lighter
prod-starvie-astrum,prod-siux-diablo,alternative,better-value
prod-tecnifibre-wall-breaker-365-2026,prod-head-extreme-pro-padel,alternative,faster
prod-tecnifibre-wall-breaker-365-2026,prod-adidas-metalbone-3-5-2026,alternative,faster
prod-kuikma-pr-soft-500,prod-bullpadel-indiga-ctr,alternative,beginner-friendly
prod-kuikma-pr-soft-500,prod-adidas-match-light,alternative,beginner-friendly
prod-drop-shot-canyon-pro,prod-starvie-titania-kepler,alternative,beginner-friendly
prod-drop-shot-canyon-pro,prod-wilson-blade-pro-padel,alternative,beginner-friendly
prod-varlion-lw-carbon-difusor,prod-oxdog-sense-pro-2026,alternative,beginner-friendly
prod-varlion-lw-carbon-difusor,prod-babolat-counter-viper,alternative,beginner-friendly
prod-oxdog-sense-pro-2026,prod-varlion-lw-carbon-difusor,alternative,beginner-friendly
prod-oxdog-sense-pro-2026,prod-siux-diablo,alternative,beginner-friendly
prod-royal-padel-rp-m27-2026,prod-kuikma-pr-soft-500,alternative,beginner-friendly
prod-royal-padel-rp-m27-2026,prod-varlion-lw-carbon-difusor,alternative,beginner-friendly
prod-black-crown-special-one-soft,prod-kuikma-pr-soft-500,alternative,beginner-friendly
prod-black-crown-special-one-soft,prod-bullpadel-indiga-ctr,alternative,beginner-friendly
prod-lok-maxx-flow,prod-siux-diablo,alternative,better-value
prod-lok-maxx-flow,prod-head-coello-team,alternative,faster
prod-nox-at10-attack-12k-2026,prod-nox-at10-attack-18k-2026,alternative,faster
prod-nox-at10-attack-12k-2026,prod-bullpadel-hack-04,alternative,faster
prod-kuikma-pr-hybrid-carbon,prod-kuikma-pr-soft-500,alternative,better-value
prod-kuikma-pr-hybrid-carbon,prod-bullpadel-vertex-advance,alternative,better-value
prod-kuikma-pr-comfort-soft,prod-kuikma-pr-soft-500,alternative,beginner-friendly
prod-kuikma-pr-comfort-soft,prod-bullpadel-indiga-ctr,alternative,beginner-friendly
prod-head-padel-pro-s,prod-head-padel-pro-plus,alternative,more-stable
prod-head-padel-pro-plus,prod-head-padel-pro-s,alternative,faster
prod-head-padel-pro-s,prod-kuikma-pb-speed,alternative,cheaper
prod-kuikma-pb-speed,prod-head-padel-pro-s,alternative,premium
prod-kuikma-pb-speed,prod-kuikma-pb-control,alternative,more-stable
prod-kuikma-pb-control,prod-kuikma-pb-speed,alternative,faster
prod-head-padel-pro-s,prod-head-padel-team,alternative,cheaper
prod-head-padel-pro-s,prod-wilson-padel-premier-speed,alternative,faster
prod-kuikma-pb-speed,prod-kuikma-pb-club,alternative,better-value
prod-nox-at10-team-bag,prod-tecnifibre-tour-endurance-backpack,alternative,lighter
prod-tecnifibre-tour-endurance-backpack,prod-nox-at10-team-bag,alternative,premium
prod-nox-at10-team-bag,prod-babolat-rh-pro-padel,alternative,premium
prod-babolat-rh-pro-padel,prod-nox-at10-team-bag,alternative,lighter
prod-babolat-rh-pro-padel,prod-nox-at10-xxl-bag,alternative,premium
prod-nox-at10-xxl-bag,prod-babolat-rh-pro-padel,alternative,lighter
prod-nox-at10-team-bag,prod-kuikma-paletero,alternative,cheaper
prod-wilson-overgrip,prod-bullpadel-gb1200,alternative,more-cushioned
prod-bullpadel-gb1200,prod-wilson-overgrip,alternative,lighter
prod-wilson-overgrip,prod-kuikma-overgrip,alternative,cheaper
prod-wilson-overgrip,prod-hesacore-padel,alternative,more-cushioned
prod-hesacore-padel,prod-wilson-overgrip,alternative,cheaper
prod-bullpadel-pascal-box,prod-head-padel-pro-s,alternative,better-value
prod-head-x3-pressurizer,prod-kuikma-pb-speed,alternative,cheaper
prod-bullpadel-frame-protector,prod-nox-frame-protector,alternative,lighter
prod-nox-frame-protector,prod-bullpadel-frame-protector,alternative,better-value
prod-bullpadel-frame-protector,prod-bullpadel-custom-weight,alternative,premium
prod-bullpadel-indiga-ctr,setup-padel-starter,gear-setup,Padel Essentials Starter Kit:Padel Racket
prod-adidas-courtstabil,setup-padel-starter,gear-setup,Padel Essentials Starter Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-starter,gear-setup,Padel Essentials Starter Kit:Padel Balls
prod-wilson-overgrip,setup-padel-starter,gear-setup,Padel Essentials Starter Kit:Overgrips
prod-bullpadel-indiga-ctr,setup-padel-beginner,gear-setup,Beginner Padel Kit:Padel Racket
prod-adidas-courtstabil,setup-padel-beginner,gear-setup,Beginner Padel Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-beginner,gear-setup,Beginner Padel Kit:Competition Balls
prod-kuikma-pb-speed,setup-padel-beginner,gear-setup,Beginner Padel Kit:Training / Value Balls
prod-wilson-overgrip,setup-padel-beginner,gear-setup,Beginner Padel Kit:Overgrips
prod-nox-at10-team-bag,setup-padel-beginner,gear-setup,Beginner Padel Kit:Club Bag
prod-nox-at10-12k-2026,setup-padel-club,gear-setup,Regular Club Player Kit:Padel Racket
prod-asics-gel-resolution-padel,setup-padel-club,gear-setup,Regular Club Player Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-club,gear-setup,Regular Club Player Kit:Padel Balls
prod-wilson-overgrip,setup-padel-club,gear-setup,Regular Club Player Kit:Overgrips
prod-nox-at10-team-bag,setup-padel-club,gear-setup,Regular Club Player Kit:Club Bag
prod-bullpadel-vertex-05,setup-padel-competitive,gear-setup,Competitive Player Kit:Padel Racket
prod-asics-gel-resolution-padel,setup-padel-competitive,gear-setup,Competitive Player Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-competitive,gear-setup,Competitive Player Kit:Padel Balls
prod-wilson-overgrip,setup-padel-competitive,gear-setup,Competitive Player Kit:Overgrips
prod-babolat-rh-pro-padel,setup-padel-competitive,gear-setup,Competitive Player Kit:Tournament Bag
prod-bullpadel-frame-protector,setup-padel-competitive,gear-setup,Competitive Player Kit:Frame Protector
prod-bullpadel-vertex-05,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Primary Racket
prod-asics-gel-resolution-padel,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Competition Balls
prod-wilson-overgrip,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Spare Overgrips
prod-nox-at10-xxl-bag,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Tournament Bag
prod-bullpadel-frame-protector,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Frame Protector
prod-head-x3-pressurizer,setup-padel-tournament-day,gear-setup,Tournament Day Kit:Pressurizer
prod-bullpadel-indiga-ctr,setup-padel-commuter,gear-setup,Padel Commuter Kit:Padel Racket
prod-adidas-courtstabil,setup-padel-commuter,gear-setup,Padel Commuter Kit:Padel Shoes
prod-head-padel-pro-s,setup-padel-commuter,gear-setup,Padel Commuter Kit:Padel Balls
prod-wilson-overgrip,setup-padel-commuter,gear-setup,Padel Commuter Kit:Overgrips
prod-tecnifibre-tour-endurance-backpack,setup-padel-commuter,gear-setup,Padel Commuter Kit:Backpack
prod-kuikma-pr-comfort-soft,setup-padel-budget,gear-setup,Budget Starter Kit:Padel Racket
prod-kuikma-ps-990,setup-padel-budget,gear-setup,Budget Starter Kit:Padel Shoes
prod-kuikma-pb-speed,setup-padel-budget,gear-setup,Budget Starter Kit:Padel Balls
prod-kuikma-overgrip,setup-padel-budget,gear-setup,Budget Starter Kit:Overgrips
prod-kuikma-paletero,setup-padel-budget,gear-setup,Budget Starter Kit:Bag
prod-head-padel-pro-s,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-head-padel-pro-s,prod-wilson-padel-premier-speed,compatible-accessory,Premier Padel Speed
prod-wilson-overgrip,prod-head-xtreme-soft,compatible-accessory,Xtreme Soft
prod-wilson-overgrip,prod-bullpadel-gb1200,compatible-accessory,HaC
prod-head-padel-pro-plus,prod-head-padel-pro-s,compatible-accessory,Padel Pro S+
prod-head-padel-pro-plus,prod-wilson-padel-premier,compatible-accessory,Padel Premier
prod-head-padel-team,prod-tecnifibre-padel-team,compatible-accessory,Padel Team
prod-head-padel-team,prod-head-padel-one,compatible-accessory,Padel One
prod-head-padel-one,prod-head-padel-team,compatible-accessory,Padel Team
prod-head-padel-one,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-kuikma-pb-speed,prod-kuikma-pb-control,compatible-accessory,PB Control
prod-kuikma-pb-speed,prod-kuikma-pb-club,compatible-accessory,PB Club
prod-kuikma-pb-control,prod-kuikma-pb-speed,compatible-accessory,Padel Speed
prod-kuikma-pb-control,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-kuikma-pb-club,prod-tecnifibre-padel-team,compatible-accessory,Padel Team
prod-kuikma-pb-club,prod-head-padel-team,compatible-accessory,Padel Team
prod-wilson-padel-premier,prod-wilson-padel-premier-speed,compatible-accessory,Premier Padel Speed
prod-wilson-padel-premier,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-wilson-padel-premier-speed,prod-wilson-padel-premier,compatible-accessory,Padel Premier
prod-wilson-padel-premier-speed,prod-head-padel-pro-s,compatible-accessory,Padel Pro S+
prod-bullpadel-premium-pro,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-bullpadel-premium-pro,prod-dunlop-pro-padel,compatible-accessory,Fort Padel
prod-bullpadel-premium-gold,prod-bullpadel-premium-pro,compatible-accessory,Premium Pro
prod-adidas-aditour-padel,prod-adidas-speed-rx,compatible-accessory,Speed RX
prod-adidas-speed-rx,prod-head-padel-pro-s,compatible-accessory,Padel Pro S+
prod-adidas-speed-rx,prod-wilson-padel-premier-speed,compatible-accessory,Premier Padel Speed
prod-babolat-court-padel-balls,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-babolat-court-padel-balls,prod-bullpadel-premium-pro,compatible-accessory,Premium Pro
prod-dunlop-pro-padel,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-dunlop-pro-padel,prod-bullpadel-premium-pro,compatible-accessory,Premium Pro
prod-tecnifibre-padel-team,prod-head-padel-team,compatible-accessory,Padel Team
prod-tecnifibre-padel-team,prod-kuikma-pb-club,compatible-accessory,PB Club
prod-nox-at10-team-bag,prod-nox-bag-10,compatible-accessory,Thermo Bag 10
prod-nox-at10-team-bag,prod-babolat-rh-pro-padel,compatible-accessory,RH Pro Padel
prod-babolat-rh-pro-padel,prod-babolat-court-backpack,compatible-accessory,Court S
prod-babolat-rh-pro-padel,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-bullpadel-vertex-backpack,prod-tecnifibre-tour-endurance-backpack,compatible-accessory,Tour Endurance Backpack
prod-bullpadel-vertex-backpack,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-tecnifibre-tour-endurance-backpack,prod-bullpadel-vertex-backpack,compatible-accessory,Vertex Geo Backpack
prod-tecnifibre-tour-endurance-backpack,prod-babolat-court-backpack,compatible-accessory,Court S
prod-babolat-court-backpack,prod-babolat-rh-pro-padel,compatible-accessory,RH Pro Padel
prod-adidas-protour-padel,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-adidas-protour-padel,prod-wilson-super-tour-padel,compatible-accessory,Bela Super Tour
prod-head-tour-team-padel,prod-head-elite-backpack,compatible-accessory,Elite Backpack
prod-head-elite-backpack,prod-head-tour-team-padel,compatible-accessory,Tour Team Padel
prod-wilson-super-tour-padel,prod-babolat-rh-pro-padel,compatible-accessory,RH Pro Padel
prod-wilson-super-tour-padel,prod-nox-at10-xxl-bag,compatible-accessory,AT10 XXL
prod-kuikma-paletero,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-nox-pro-series-bag,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-nox-pro-series-bag,prod-nox-at10-xxl-bag,compatible-accessory,AT10 XXL
prod-nox-at10-xxl-bag,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-nox-at10-xxl-bag,prod-babolat-rh-pro-padel,compatible-accessory,RH Pro Padel
prod-siux-paletero,prod-nox-at10-team-bag,compatible-accessory,AT10 Team Paletero
prod-bullpadel-gb1200,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-bullpadel-gb1200,prod-nox-pro-overgrip,compatible-accessory,Pro Overgrip
prod-nox-pro-overgrip,prod-bullpadel-gb1200,compatible-accessory,HaC
prod-nox-pro-overgrip,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-head-xtreme-soft,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-head-xtreme-soft,prod-nox-pro-overgrip,compatible-accessory,Pro Overgrip
prod-babolat-pro-response,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-kuikma-overgrip,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-head-hydrosorb,prod-head-xtreme-soft,compatible-accessory,Xtreme Soft
prod-babolat-syntec-pro,prod-babolat-pro-response,compatible-accessory,Pro Response
prod-hesacore-padel,prod-head-hydrosorb,compatible-accessory,Hydrosorb
prod-hesacore-padel,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-adidas-padel-overgrip,prod-wilson-overgrip,compatible-accessory,Pro Padel Overgrip
prod-bullpadel-frame-protector,prod-nox-frame-protector,compatible-accessory,Transparent Protector
prod-bullpadel-frame-protector,prod-bullpadel-custom-weight,compatible-accessory,Protector Custom Weight
prod-nox-frame-protector,prod-bullpadel-frame-protector,compatible-accessory,Frame Protector
prod-bullpadel-pascal-box,prod-head-x3-pressurizer,compatible-accessory,X3 Pressurizer
prod-bullpadel-pascal-box,prod-head-padel-pro-plus,compatible-accessory,Padel Pro+
prod-head-x3-pressurizer,prod-bullpadel-pascal-box,compatible-accessory,Pascal Box 3B
prod-bullpadel-custom-weight,prod-bullpadel-frame-protector,compatible-accessory,Frame Protector
prod-head-wristband,prod-wilson-wristband,compatible-accessory,Wilson Wristband
prod-head-wristband,prod-nox-wristband,compatible-accessory,Nox Wristband
prod-wilson-wristband,prod-head-wristband,compatible-accessory,HEAD Wristband
prod-nox-wristband,prod-head-wristband,compatible-accessory,HEAD Wristband
prod-bullpadel-wristband,prod-head-wristband,compatible-accessory,HEAD Wristband
prod-head-smartsorb,prod-bullpadel-frame-protector,compatible-accessory,Frame Protector
