issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status,validation,validation_note
PFL-0193,BLOCKER,http://127.0.0.1:3011/products/head-prestige-pro,/products/head-prestige-pro,product,IMAGE_WRONG_BRAND,adidas-padel,"HEAD Prestige Pro Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0194,BLOCKER,http://127.0.0.1:3011/products/head-prestige-pro,/products/head-prestige-pro,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"HEAD Prestige Pro Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match head-prestige-pro,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0195,BLOCKER,http://127.0.0.1:3011/products/head-prime-tour,/products/head-prime-tour,product,IMAGE_WRONG_BRAND,adidas-padel,"HEAD Prime Tour Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0196,BLOCKER,http://127.0.0.1:3011/products/head-prime-tour,/products/head-prime-tour,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"HEAD Prime Tour Overgrip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match head-prime-tour,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0197,BLOCKER,http://127.0.0.1:3011/products/head-pro-x-bag-l,/products/head-pro-x-bag-l,product,IMAGE_WRONG_BRAND,nox,"Pro X Padel Bag L: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0198,BLOCKER,http://127.0.0.1:3011/products/head-pro-x-bag-l,/products/head-pro-x-bag-l,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pro X Padel Bag L: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match head-pro-x-bag-l,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0199,BLOCKER,http://127.0.0.1:3011/products/head-smartsorb,/products/head-smartsorb,product,IMAGE_WRONG_BRAND,bullpadel,"HEAD Smartsorb: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0200,BLOCKER,http://127.0.0.1:3011/products/head-smartsorb,/products/head-smartsorb,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"HEAD Smartsorb: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match head-smartsorb,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0201,BLOCKER,http://127.0.0.1:3011/products/head-tour-backpack-25l,/products/head-tour-backpack-25l,product,IMAGE_WRONG_BRAND,nox,"HEAD Tour Backpack 25L 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0202,BLOCKER,http://127.0.0.1:3011/products/head-tour-backpack-25l,/products/head-tour-backpack-25l,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"HEAD Tour Backpack 25L 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match head-tour-backpack-25l,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0203,BLOCKER,http://127.0.0.1:3011/products/head-tour-team-padel-bag,/products/head-tour-team-padel-bag,product,IMAGE_WRONG_BRAND,adidas-padel,"HEAD Tour Team Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/babolat-rh-pro-padel-hero.jpg,"Primary image path signals adidas-padel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0204,BLOCKER,http://127.0.0.1:3011/products/head-tour-team-padel-bag,/products/head-tour-team-padel-bag,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"HEAD Tour Team Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/babolat-rh-pro-padel-hero.jpg,Primary product image does not match head-tour-team-padel-bag,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0205,BLOCKER,http://127.0.0.1:3011/products/head-x3-pump,/products/head-x3-pump,product,IMAGE_WRONG_BRAND,bullpadel,"X3 Pump: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,"Primary image path signals bullpadel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0206,BLOCKER,http://127.0.0.1:3011/products/head-x3-pump,/products/head-x3-pump,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"X3 Pump: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,Primary product image does not match head-x3-pump,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0207,BLOCKER,http://127.0.0.1:3011/products/head-xtreme-soft-xtremesoft,/products/head-xtreme-soft-xtremesoft,product,IMAGE_WRONG_BRAND,adidas-padel,"Xtreme Soft: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected head",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0208,BLOCKER,http://127.0.0.1:3011/products/head-xtreme-soft-xtremesoft,/products/head-xtreme-soft-xtremesoft,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Xtreme Soft: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match head-xtreme-soft-xtremesoft,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0209,BLOCKER,http://127.0.0.1:3011/products/hesacore-carbon,/products/hesacore-carbon,product,IMAGE_WRONG_BRAND,adidas-padel,"Carbon Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected hesacore",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0210,BLOCKER,http://127.0.0.1:3011/products/hesacore-carbon,/products/hesacore-carbon,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Carbon Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match hesacore-carbon,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0211,BLOCKER,http://127.0.0.1:3011/products/hesacore-pink-w,/products/hesacore-pink-w,product,IMAGE_WRONG_BRAND,adidas-padel,"Pink / Women's Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected hesacore",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0212,BLOCKER,http://127.0.0.1:3011/products/hesacore-pink-w,/products/hesacore-pink-w,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pink / Women's Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match hesacore-pink-w,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0213,BLOCKER,http://127.0.0.1:3011/products/hesacore-pro-carbon,/products/hesacore-pro-carbon,product,IMAGE_WRONG_BRAND,adidas-padel,"Hesacore Pro / Carbon Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected hesacore",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0214,BLOCKER,http://127.0.0.1:3011/products/hesacore-pro-carbon,/products/hesacore-pro-carbon,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Hesacore Pro / Carbon Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match hesacore-pro-carbon,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0215,BLOCKER,http://127.0.0.1:3011/products/hesacore-tour-original,/products/hesacore-tour-original,product,IMAGE_WRONG_BRAND,adidas-padel,"Tour Grip (Classic): Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected hesacore",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0216,BLOCKER,http://127.0.0.1:3011/products/hesacore-tour-original,/products/hesacore-tour-original,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Tour Grip (Classic): Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match hesacore-tour-original,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0217,BLOCKER,http://127.0.0.1:3011/products/joma-club-cushion,/products/joma-club-cushion,product,IMAGE_WRONG_BRAND,adidas-padel,"Club Cushion: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected joma",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0218,BLOCKER,http://127.0.0.1:3011/products/joma-club-cushion,/products/joma-club-cushion,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Club Cushion: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match joma-club-cushion,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0219,BLOCKER,http://127.0.0.1:3011/products/joma-pro,/products/joma-pro,product,IMAGE_WRONG_BRAND,nox,"Pro Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected joma",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0220,BLOCKER,http://127.0.0.1:3011/products/joma-pro,/products/joma-pro,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Pro Padel Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match joma-pro,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0221,HIGH,http://127.0.0.1:3011/products/joma-slam-lady,/products/joma-slam-lady,product,RAW_SCHEMA_KEY,raw_public_spec_key,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Raw catalog/schema key is visible to users,OPEN,CONFIRMED,Visible camelCase schema token genderFit in Padel shoe Best/PDP copy (e.g. Best Padel Shoes: “Then genderFit last”).
PFL-0222,BLOCKER,http://127.0.0.1:3011/products/kuikma-padel-paletero,/products/kuikma-padel-paletero,product,IMAGE_WRONG_BRAND,bullpadel,"Kuikma Padel Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,"Primary image path signals bullpadel, expected kuikma",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0223,BLOCKER,http://127.0.0.1:3011/products/kuikma-padel-paletero,/products/kuikma-padel-paletero,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Kuikma Padel Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,Primary product image does not match kuikma-padel-paletero,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0224,BLOCKER,http://127.0.0.1:3011/products/kuikma-pb-club,/products/kuikma-pb-club,product,IMAGE_WRONG_BRAND,adidas-padel,"Kuikma PB Club: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-team-hero.jpg,"Primary image path signals adidas-padel, expected kuikma",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0225,BLOCKER,http://127.0.0.1:3011/products/kuikma-pb-club,/products/kuikma-pb-club,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Kuikma PB Club: Specs, Performance & Best Uses · Kitletics",/images/padel/products/head-padel-team-hero.jpg,Primary product image does not match kuikma-pb-club,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0226,BLOCKER,http://127.0.0.1:3011/products/kuikma-pl-900-elite,/products/kuikma-pl-900-elite,product,IMAGE_WRONG_BRAND,nox,"Insulated Padel Bag Elite / PL 900: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected kuikma",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0227,BLOCKER,http://127.0.0.1:3011/products/kuikma-pl-900-elite,/products/kuikma-pl-900-elite,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Insulated Padel Bag Elite / PL 900: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match kuikma-pl-900-elite,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0228,BLOCKER,http://127.0.0.1:3011/products/lok-accessory-bag-gen-2,/products/lok-accessory-bag-gen-2,product,IMAGE_WRONG_BRAND,nox,"Accessory Bag Gen 2: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected lok",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0229,BLOCKER,http://127.0.0.1:3011/products/lok-accessory-bag-gen-2,/products/lok-accessory-bag-gen-2,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Accessory Bag Gen 2: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match lok-accessory-bag-gen-2,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0230,BLOCKER,http://127.0.0.1:3011/products/lok-aventure-gen-2,/products/lok-aventure-gen-2,product,IMAGE_WRONG_BRAND,nox,"Aventure / Adventure Gen 2 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected lok",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0231,BLOCKER,http://127.0.0.1:3011/products/lok-aventure-gen-2,/products/lok-aventure-gen-2,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Aventure / Adventure Gen 2 Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match lok-aventure-gen-2,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0232,BLOCKER,http://127.0.0.1:3011/products/lok-maxx-gen-2-paletero,/products/lok-maxx-gen-2-paletero,product,IMAGE_WRONG_BRAND,nox,"Lok Maxx Gen 2 Racket Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected lok",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0233,BLOCKER,http://127.0.0.1:3011/products/lok-maxx-gen-2-paletero,/products/lok-maxx-gen-2-paletero,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Lok Maxx Gen 2 Racket Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match lok-maxx-gen-2-paletero,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0234,BLOCKER,http://127.0.0.1:3011/products/lok-one-gen-2,/products/lok-one-gen-2,product,IMAGE_WRONG_BRAND,nox,"One Gen 2 Racket Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,"Primary image path signals nox, expected lok",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0235,BLOCKER,http://127.0.0.1:3011/products/lok-one-gen-2,/products/lok-one-gen-2,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"One Gen 2 Racket Bag: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match lok-one-gen-2,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0236,BLOCKER,http://127.0.0.1:3011/products/noene-anti-shock-grip-padel,/products/noene-anti-shock-grip-padel,product,IMAGE_WRONG_BRAND,adidas-padel,"Noene Anti Shock Grip Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected noene",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0237,BLOCKER,http://127.0.0.1:3011/products/noene-anti-shock-grip-padel,/products/noene-anti-shock-grip-padel,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Noene Anti Shock Grip Padel: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match noene-anti-shock-grip-padel,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0238,BLOCKER,http://127.0.0.1:3011/products/noene-undergrip-anti-shock,/products/noene-undergrip-anti-shock,product,IMAGE_WRONG_BRAND,adidas-padel,"Noene Undergrip Anti-shock: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected noene",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0239,BLOCKER,http://127.0.0.1:3011/products/noene-undergrip-anti-shock,/products/noene-undergrip-anti-shock,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Noene Undergrip Anti-shock: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match noene-undergrip-anti-shock,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0240,BLOCKER,http://127.0.0.1:3011/products/nox-at10-competition-trolley,/products/nox-at10-competition-trolley,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"AT10 Competition Trolley: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match nox-at10-competition-trolley,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0241,BLOCKER,http://127.0.0.1:3011/products/nox-custom-grip,/products/nox-custom-grip,product,IMAGE_WRONG_BRAND,adidas-padel,"Custom Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,"Primary image path signals adidas-padel, expected nox",OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0242,BLOCKER,http://127.0.0.1:3011/products/nox-custom-grip,/products/nox-custom-grip,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Custom Grip: Specs, Performance & Best Uses · Kitletics",/images/padel/products/wilson-padel-overgrip-hero.jpg,Primary product image does not match nox-custom-grip,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0243,BLOCKER,http://127.0.0.1:3011/products/nox-luxury-master-backpack,/products/nox-luxury-master-backpack,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Luxury Master Series Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match nox-luxury-master-backpack,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0244,BLOCKER,http://127.0.0.1:3011/products/nox-luxury-master-series,/products/nox-luxury-master-series,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Luxury Master Series Paletero: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match nox-luxury-master-series,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
PFL-0245,BLOCKER,http://127.0.0.1:3011/products/nox-luxury-open-backpack,/products/nox-luxury-open-backpack,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Luxury Open Series Backpack: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-team-paletero-hero.jpg,Primary product image does not match nox-luxury-open-backpack,OPEN,CONFIRMED,"Primary hero filename does not match product/brand. Soft-goods often reuse a small set of placeholder heroes (HEAD Pro S, Wilson overgrip, Nox AT10 paletero, Bullpadel protector)."
