URL,entity,surface,before,after,classification_before,classification_after,source,evidence
/products/sole-f80-treadmill,sole-f80-treadmill,pdp-skip-if,You need to avoid large footprint when open.,You need to avoid large footprint when open.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/sole-f80-treadmill,sole-f80-treadmill,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/sole-f80-treadmill,sole-f80-treadmill,pdp-skip-if,You prefer a closer specialist when a fitness equipment is not the weekly job.,You prefer a closer specialist when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/sole-f80-treadmill,sole-f80-treadmill,pdp-skip-if,,You prefer large footprint when open.,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/sole-f80-treadmill/alternatives,sole-f80-treadmill,alternatives-best-for,uc-home-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/sole-f80-treadmill/alternatives,sole-f80-treadmill,alternatives-best-for,uc-garage-gym,Over a generalist when fitness equipment is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-best-for,You're looking for apartment-friendly fold.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-best-for,You want enough of what T202 Treadmill is built for without stretching it into another job.,Over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-best-for,You prefer T202 Treadmill over a generalist when fitness equipment is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-best-for,Apartment-friendly fold,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-not-ideal-for,You need to avoid this when not built for elite sprint intervals.,Those looking for this when not built for elite sprint intervals.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-not-ideal-for,You prefer a closer specialist when a fitness equipment is not the weekly job.,Those looking for closer specialist when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-not-ideal-for,Not built for elite sprint intervals,Those looking for Not built for elite sprint intervals.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-buy-if,You're looking for apartment-friendly fold.,You're looking for apartment-friendly fold.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-buy-if,You want enough of what T202 Treadmill is built for without stretching it into another job.,You want enough of what T202 Treadmill is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-buy-if,You prefer T202 Treadmill over a generalist when fitness equipment is the weekly filter.,You prefer T202 Treadmill over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-buy-if,,You want lower entry price band.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-skip-if,You need to avoid this when not built for elite sprint intervals.,You need to avoid this when not built for elite sprint intervals.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-skip-if,You prefer a closer specialist when a fitness equipment is not the weekly job.,You prefer a closer specialist when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/horizon-t202-treadmill,horizon-t202-treadmill,pdp-skip-if,,Not built for elite sprint intervals,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/horizon-t202-treadmill/alternatives,horizon-t202-treadmill,alternatives-best-for,uc-apartment-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/horizon-t202-treadmill/alternatives,horizon-t202-treadmill,alternatives-best-for,uc-small-space,Over a generalist when fitness equipment is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/horizon-t202-treadmill/alternatives,horizon-t202-treadmill,alternatives-best-for,uc-home-gym,,GENERIC,MISSING,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-best-for,You're looking for self-paced sprint stimulus.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-best-for,You want enough of what Curve Trainer is built for without stretching it into another job.,Over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-best-for,You prefer Curve Trainer over a generalist when fitness equipment is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-best-for,Self-paced sprint stimulus,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-not-ideal-for,You need to avoid premium price.,Those looking for premium price.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-not-ideal-for,You prefer a closer specialist when a fitness equipment is not the weekly job.,Those looking for closer specialist when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-not-ideal-for,Premium price,Those looking for Not foldable.,GENERIC,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-buy-if,You're looking for self-paced sprint stimulus.,You're looking for self-paced sprint stimulus.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-buy-if,You want enough of what Curve Trainer is built for without stretching it into another job.,You want enough of what Curve Trainer is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-buy-if,You prefer Curve Trainer over a generalist when fitness equipment is the weekly filter.,You prefer Curve Trainer over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-buy-if,,You want self-paced sprint stimulus.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-skip-if,You need to avoid premium price.,You need to avoid premium price.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/woodway-curve-trainer,woodway-curve-trainer,pdp-skip-if,You prefer a closer specialist when a fitness equipment is not the weekly job.,You prefer a closer specialist when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/woodway-curve-trainer/alternatives,woodway-curve-trainer,alternatives-best-for,uc-garage-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/woodway-curve-trainer/alternatives,woodway-curve-trainer,alternatives-best-for,uc-hyrox-training,Over a generalist when fitness equipment is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/hydrow-wave,hydrow-wave,pdp-best-for,You're looking for quiet magnetic resistance.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/hydrow-wave,hydrow-wave,pdp-best-for,You want enough of what Wave is built for without stretching it into another job.,Over a generalist when Connected rower with on-demand coaching; quieter than air rowers for apartments is.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/hydrow-wave,hydrow-wave,pdp-best-for,You prefer Wave over a generalist when Connected rower with on-demand coaching; quieter than air rowers for apartments is the weekly filter.,,WORDY,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/hydrow-wave,hydrow-wave,pdp-best-for,Quiet magnetic resistance,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/hydrow-wave,hydrow-wave,pdp-not-ideal-for,You need to avoid subscription ecosystem.,Those looking for subscription ecosystem.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/hydrow-wave,hydrow-wave,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/hydrow-wave,hydrow-wave,pdp-not-ideal-for,You prefer WaterRower A1 Home when a Connected rower with on-demand coaching; quieter than air rowers for apartments is not the weekly job.,Those looking for WaterRower A1 Home when a Connected rower with on-demand coaching; quieter than air rowers.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/hydrow-wave,hydrow-wave,pdp-not-ideal-for,Subscription ecosystem,Those looking for not Concept2 score standard.,GENERIC,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/hydrow-wave,hydrow-wave,pdp-buy-if,You're looking for quiet magnetic resistance.,You're looking for quiet magnetic resistance.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/hydrow-wave,hydrow-wave,pdp-buy-if,You want enough of what Wave is built for without stretching it into another job.,You want enough of what Wave is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/hydrow-wave,hydrow-wave,pdp-buy-if,You prefer Wave over a generalist when Connected rower with on-demand coaching; quieter than air rowers for apartments is the weekly filter.,You prefer over a generalist when Connected rower with on-demand coaching; quieter than air rowers for apartments is.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/hydrow-wave,hydrow-wave,pdp-buy-if,,You want quiet magnetic resistance.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/hydrow-wave,hydrow-wave,pdp-skip-if,You need to avoid subscription ecosystem.,You need to avoid subscription ecosystem.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/hydrow-wave,hydrow-wave,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/hydrow-wave,hydrow-wave,pdp-skip-if,You prefer WaterRower A1 Home when a Connected rower with on-demand coaching; quieter than air rowers for apartments is not the weekly job.,You prefer WaterRower A1 Home when a Connected rower with on-demand coaching; quieter than air rowers for apartments.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/hydrow-wave,hydrow-wave,pdp-skip-if,,You prefer not Concept2 score standard.,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/hydrow-wave/alternatives,hydrow-wave,alternatives-best-for,uc-apartment-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/hydrow-wave/alternatives,hydrow-wave,alternatives-best-for,uc-home-gym,Over a generalist when Connected rower with on-demand coaching; quieter than air rowers for apartments is.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/hydrow-wave/alternatives,hydrow-wave,alternatives-best-for,uc-general-fitness,,GENERIC,MISSING,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/waterrower-a1,waterrower-a1,pdp-best-for,You're looking for quiet water resistance.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/waterrower-a1,waterrower-a1,pdp-best-for,You want enough of what A1 Home is built for without stretching it into another job.,Over a generalist when Wood-frame water rower for quiet home conditioning with natural resistance feel is.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/waterrower-a1,waterrower-a1,pdp-best-for,You prefer A1 Home over a generalist when Wood-frame water rower for quiet home conditioning with natural resistance feel is the weekly filter.,,WORDY,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/waterrower-a1,waterrower-a1,pdp-best-for,Quiet water resistance,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/waterrower-a1,waterrower-a1,pdp-not-ideal-for,You need to avoid this when not Concept2 race-score standard.,Those looking for this when not Concept2 race-score standard.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/waterrower-a1,waterrower-a1,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/waterrower-a1,waterrower-a1,pdp-not-ideal-for,You prefer Hydrow Wave when a Wood-frame water rower for quiet home conditioning with natural resistance feel is not the weekly job.,Those looking for Hydrow Wave when a Wood-frame water rower for quiet home conditioning with natural resistance feel.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/waterrower-a1,waterrower-a1,pdp-not-ideal-for,Not Concept2 race-score standard,Those looking for not Concept2 race-score standard.,GENERIC,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/waterrower-a1,waterrower-a1,pdp-buy-if,You're looking for quiet water resistance.,You're looking for quiet water resistance.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/waterrower-a1,waterrower-a1,pdp-buy-if,You want enough of what A1 Home is built for without stretching it into another job.,You want enough of what A1 Home is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/waterrower-a1,waterrower-a1,pdp-buy-if,You prefer A1 Home over a generalist when Wood-frame water rower for quiet home conditioning with natural resistance feel is the weekly filter.,You prefer over a generalist when Wood-frame water rower for quiet home conditioning with natural resistance feel is.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/waterrower-a1,waterrower-a1,pdp-buy-if,,You want quiet water resistance.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/waterrower-a1,waterrower-a1,pdp-skip-if,You need to avoid this when not Concept2 race-score standard.,You need to avoid this when not Concept2 race-score standard.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/waterrower-a1,waterrower-a1,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/waterrower-a1,waterrower-a1,pdp-skip-if,You prefer Hydrow Wave when a Wood-frame water rower for quiet home conditioning with natural resistance feel is not the weekly job.,You prefer Hydrow Wave when a Wood-frame water rower for quiet home conditioning with natural resistance feel is.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/waterrower-a1,waterrower-a1,pdp-skip-if,,You prefer not Concept2 race-score standard.,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/waterrower-a1/alternatives,waterrower-a1,alternatives-best-for,uc-home-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/waterrower-a1/alternatives,waterrower-a1,alternatives-best-for,uc-apartment-gym,Over a generalist when Wood-frame water rower for quiet home conditioning with natural resistance feel is.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/waterrower-a1/alternatives,waterrower-a1,alternatives-best-for,uc-general-fitness,,GENERIC,MISSING,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/concept2-bikeerg,concept2-bikeerg,pdp-best-for,You're looking for pM5 ecosystem.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-best-for,You want enough of what BikeErg is built for without stretching it into another job.,Over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-best-for,You prefer BikeErg over a generalist when fitness equipment is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-best-for,PM5 ecosystem,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-not-ideal-for,You need to avoid different stimulus than dual-action AssaultBike.,Those looking for different stimulus than dual-action AssaultBike.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-not-ideal-for,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,Those looking for Rogue Echo Bike when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-not-ideal-for,Different stimulus than dual-action AssaultBike,,GOOD,MISSING,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/concept2-bikeerg,concept2-bikeerg,pdp-buy-if,You're looking for pM5 ecosystem.,You're looking for pM5 ecosystem.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/concept2-bikeerg,concept2-bikeerg,pdp-buy-if,You want enough of what BikeErg is built for without stretching it into another job.,You want enough of what BikeErg is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/concept2-bikeerg,concept2-bikeerg,pdp-buy-if,You prefer BikeErg over a generalist when fitness equipment is the weekly filter.,You prefer BikeErg over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/concept2-bikeerg,concept2-bikeerg,pdp-skip-if,You need to avoid different stimulus than dual-action AssaultBike.,You need to avoid different stimulus than dual-action AssaultBike.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/concept2-bikeerg,concept2-bikeerg,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/concept2-bikeerg,concept2-bikeerg,pdp-skip-if,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/concept2-bikeerg,concept2-bikeerg,pdp-skip-if,,Different stimulus than dual-action AssaultBike,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/concept2-bikeerg/alternatives,concept2-bikeerg,alternatives-best-for,uc-home-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/concept2-bikeerg/alternatives,concept2-bikeerg,alternatives-best-for,uc-hyrox-training,Over a generalist when fitness equipment is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/concept2-bikeerg/alternatives,concept2-bikeerg,alternatives-best-for,uc-garage-gym,,GENERIC,MISSING,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-best-for,You're looking for proven air-bike format.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-best-for,You want enough of what Airdyne AD8 is built for without stretching it into another job.,Over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-best-for,You prefer Airdyne AD8 over a generalist when fitness equipment is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-best-for,Proven air-bike format,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-not-ideal-for,You need to avoid less HYROX-specific than Echo/Assault.,Those looking for less HYROX-specific than Echo/Assault.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-not-ideal-for,You prefer a different tool when this role is not your week.,Those looking for different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-not-ideal-for,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,Those looking for Rogue Echo Bike when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-not-ideal-for,Less HYROX-specific than Echo/Assault,,GENERIC,MISSING,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-buy-if,You're looking for proven air-bike format.,You're looking for proven air-bike format.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-buy-if,You want enough of what Airdyne AD8 is built for without stretching it into another job.,You want enough of what Airdyne AD8 is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-buy-if,You prefer Airdyne AD8 over a generalist when fitness equipment is the weekly filter.,You prefer Airdyne AD8 over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-buy-if,,You want proven air-bike format.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-skip-if,You need to avoid less HYROX-specific than Echo/Assault.,You need to avoid less HYROX-specific than Echo/Assault.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-skip-if,You prefer a different tool when this role is not your week.,You prefer a different tool when this role is not your week.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-skip-if,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,You prefer Rogue Echo Bike when a fitness equipment is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/schwinn-airdyne-ad8,schwinn-airdyne-ad8,pdp-skip-if,,You prefer less HYROX-specific than Echo/Assault.,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/schwinn-airdyne-ad8/alternatives,schwinn-airdyne-ad8,alternatives-best-for,uc-home-gym,Enough of what is built for without stretching it into another job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/schwinn-airdyne-ad8/alternatives,schwinn-airdyne-ad8,alternatives-best-for,uc-general-fitness,Over a generalist when fitness equipment is the weekly filter.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/schwinn-airdyne-ad8/alternatives,schwinn-airdyne-ad8,alternatives-best-for,uc-garage-gym,,GENERIC,MISSING,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/mirafit-air-bike,mirafit-air-bike,pdp-best-for,You're looking for lower price.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/mirafit-air-bike,mirafit-air-bike,pdp-best-for,You want enough of what Air Bike is built for without stretching it into another job.,Over a generalist when fitness equipment is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/mirafit-air-bike,mirafit-air-bike,pdp-best-for,You prefer Air Bike over a generalist when fitness equipment is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/mirafit-air-bike,mirafit-air-bike,pdp-best-for,Lower price,,GENERIC,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
